emp_no,dept_no,from_date,to_date
83572,d005,2/15/1998,1/1/9999
83573,d005,4/16/1986,1/1/9999
83574,d007,10/10/1985,1/1/9999
83575,d007,3/26/1989,1/21/1998
83576,d004,12/19/1987,1/1/9999
83577,d005,8/17/1999,1/1/9999
83578,d005,10/10/1998,1/1/9999
83579,d004,4/24/1998,1/1/9999
83579,d005,1/26/1992,4/24/1998
83580,d006,1/9/1992,1/1/9999
83581,d005,11/12/1992,1/1/9999
83582,d005,5/11/1996,2/15/1997
83583,d003,1/20/1988,1/1/9999
83584,d006,2/14/1986,1/1/9999
83585,d005,12/3/1988,1/1/9999
83586,d007,4/26/1992,1/1/9999
83587,d004,2/16/2000,1/1/9999
83587,d005,12/9/1993,2/16/2000
83588,d005,10/25/1993,1/1/9999
83589,d005,3/17/1986,1/1/1997
83590,d004,12/7/1986,1/1/9999
83591,d004,12/11/1987,1/1/9999
83592,d004,2/1/1989,1/1/9999
83593,d008,11/16/1986,1/1/9999
83594,d009,6/27/1989,1/1/9999
83595,d005,3/25/1986,1/1/9999
83596,d001,3/24/1996,1/1/9999
83596,d007,11/8/1988,3/24/1996
83597,d007,4/18/1998,3/29/2001
83598,d001,12/21/1993,8/27/2000
83599,d004,9/28/1999,1/1/9999
83600,d004,7/29/1988,1/1/9999
83601,d002,2/10/1987,1/1/9999
83602,d007,7/16/1985,1/1/9999
83603,d005,4/28/1998,1/1/9999
83604,d005,7/29/1993,1/1/9999
83605,d005,12/25/1995,5/11/1998
83605,d008,5/11/1998,8/7/1999
83606,d004,3/29/1993,1/1/9999
83607,d007,12/16/1992,1/1/9999
83608,d006,6/17/1994,1/1/9999
83609,d007,2/13/1999,1/1/9999
83610,d007,10/8/1986,1/1/9999
83611,d004,9/3/1998,1/15/1999
83612,d007,1/9/1992,1/1/9999
83613,d005,8/21/1988,1/1/9999
83614,d004,10/5/1985,1/1/9999
83615,d008,10/25/1994,1/1/9999
83616,d004,1/20/1988,1/1/9999
83616,d005,9/6/1985,1/20/1988
83617,d004,2/17/1995,3/12/1997
83618,d004,3/10/1995,1/1/9999
83619,d005,6/13/1991,1/1/9999
83620,d001,5/2/1994,1/1/9999
83621,d004,2/18/1997,12/15/2001
83622,d004,1/7/1999,1/1/9999
83623,d005,2/6/1985,1/1/9999
83624,d005,12/12/1989,11/10/1990
83624,d008,11/10/1990,1/1/9999
83625,d001,10/5/1990,1/1/9999
83626,d005,2/1/1987,1/1/9999
83627,d005,6/2/1994,1/1/9999
83628,d005,11/4/1991,1/1/9999
83629,d004,6/10/1987,1/1/9999
83630,d005,8/17/1996,3/20/1998
83631,d004,2/14/1991,1/1/9999
83632,d003,11/21/1993,1/1/9999
83633,d002,7/24/1989,1/1/9999
83634,d001,10/15/1989,1/1/9999
83634,d003,6/24/1985,10/15/1989
83635,d007,3/24/1989,1/1/9999
83636,d007,4/30/1992,5/29/2000
83637,d001,11/7/1995,1/1/9999
83638,d005,4/3/1993,1/1/9999
83639,d005,9/29/1995,1/9/1997
83640,d007,12/4/1988,1/1/9999
83641,d009,5/29/1990,1/1/9999
83642,d003,3/14/1985,1/1/9999
83643,d005,11/9/1998,1/1/9999
83644,d004,7/17/1992,5/12/2002
83645,d004,7/3/1995,1/1/9999
83645,d008,9/21/1986,7/3/1995
83646,d005,7/9/1985,1/1/9999
83647,d005,3/17/1995,1/1/9999
83648,d005,12/15/1996,1/1/9999
83649,d005,6/4/1990,1/26/1992
83650,d005,3/13/1988,1/1/9999
83651,d003,12/14/1985,1/1/9999
83652,d004,1/5/1989,1/1/9999
83653,d001,3/18/1996,1/1/9999
83653,d007,3/1/1992,3/18/1996
83654,d004,3/28/1988,1/1/9999
83655,d005,4/10/1992,12/21/1995
83656,d003,9/17/1998,7/20/2001
83657,d004,10/28/1994,1/8/2000
83658,d007,4/6/1990,1/1/9999
83659,d006,4/29/1989,1/1/9999
83660,d005,11/7/1996,1/1/9999
83661,d004,12/19/1993,1/1/9999
83661,d005,2/10/1992,12/19/1993
83662,d005,2/24/1989,1/1/9999
83663,d005,11/23/1998,1/1/9999
83664,d006,5/8/1991,1/1/9999
83665,d007,11/26/1988,11/7/1992
83666,d009,3/23/1989,1/1/9999
83667,d008,10/14/1989,5/17/1993
83668,d004,12/16/1989,1/1/9999
83669,d004,9/7/1986,1/1/9999
83670,d007,1/12/1999,2/9/2002
83670,d009,2/9/2002,1/1/9999
83671,d005,5/27/1991,1/1/9999
83672,d007,8/9/1985,7/17/1997
83673,d006,1/22/1996,1/1/9999
83674,d007,5/27/1998,1/1/9999
83675,d007,2/21/1990,1/1/9999
83676,d002,11/20/1994,6/25/1996
83677,d007,10/14/1996,1/1/9999
83678,d001,9/2/1998,1/1/9999
83678,d007,11/5/1987,9/2/1998
83679,d003,12/22/1989,1/1/9999
83680,d007,8/4/1996,7/7/1999
83681,d009,7/11/1989,1/1/9999
83682,d004,10/12/1992,1/1/9999
83683,d007,12/30/1987,1/1/9999
83684,d004,4/21/1989,9/28/1999
83685,d007,5/15/1987,1/1/9999
83686,d002,4/14/1996,1/1/9999
83687,d004,4/29/1996,1/1/9999
83687,d005,11/7/1987,4/29/1996
83688,d005,2/12/1996,1/1/9999
83689,d008,4/11/1999,1/1/9999
83690,d004,4/3/1989,1/1/9999
83691,d004,9/1/1988,2/1/1996
83692,d007,10/7/1994,1/1/9999
83693,d008,9/23/1996,1/1/9999
83694,d007,12/12/1995,1/1/9999
83695,d004,7/29/2000,9/5/2000
83695,d009,7/8/1999,7/29/2000
83696,d003,12/31/1992,1/1/9999
83697,d005,3/28/1994,1/1/9999
83698,d003,11/17/1985,1/1/9999
83699,d008,6/9/1999,1/1/9999
83700,d002,3/24/1992,1/1/9999
83701,d004,11/20/1993,1/1/9999
83702,d001,11/18/1989,1/6/1993
83703,d004,12/29/1998,1/1/9999
83703,d005,11/29/1990,12/29/1998
83704,d007,11/7/1991,1/1/9999
83705,d005,9/30/1993,1/1/9999
83706,d005,12/18/1998,1/1/9999
83707,d001,11/4/1994,1/1/9999
83708,d005,7/24/1997,1/1/9999
83709,d004,10/18/1994,1/1/9999
83710,d005,5/2/1994,4/16/1999
83711,d001,4/19/1998,6/12/2002
83712,d004,4/16/1989,1/1/9999
83713,d005,12/14/1995,1/1/9999
83714,d004,7/1/1990,10/10/2000
83714,d009,10/10/2000,1/1/9999
83715,d004,10/16/1996,1/1/9999
83716,d007,12/14/1992,1/1/9999
83717,d006,1/6/1997,1/1/9999
83718,d005,12/5/1995,1/1/9999
83719,d005,5/21/1996,1/1/9999
83720,d005,7/1/1990,4/18/1991
83721,d001,7/15/1989,1/1/9999
83722,d004,2/26/1992,1/1/9999
83723,d005,9/22/1996,10/28/1998
83723,d008,10/28/1998,1/1/9999
83724,d003,12/27/1998,1/1/9999
83725,d005,1/27/1986,4/4/1996
83726,d008,7/8/1997,4/6/2000
83727,d004,11/13/1994,1/1/9999
83728,d002,8/22/1987,1/1/9999
83729,d009,12/30/1988,1/1/9999
83730,d007,12/20/1985,1/1/9999
83731,d007,1/13/1991,1/1/9999
83732,d005,3/9/1995,6/29/1995
83732,d009,10/8/1990,3/9/1995
83733,d007,8/10/1985,1/1/9999
83734,d005,8/3/1999,1/1/9999
83735,d005,5/23/1991,1/1/9999
83736,d007,7/15/1995,1/1/9999
83737,d005,5/13/1992,1/1/9999
83738,d006,5/11/1990,1/1/9999
83739,d005,7/14/1999,1/1/9999
83740,d004,5/19/1995,8/30/2001
83740,d006,8/30/2001,1/1/9999
83741,d005,1/28/1992,9/24/1996
83742,d003,10/28/1992,1/1/9999
83743,d002,9/17/1997,1/1/9999
83744,d005,8/13/1988,1/1/9999
83745,d006,1/12/1989,7/21/2002
83746,d009,1/31/1994,1/1/9999
83747,d008,8/26/1985,1/1/9999
83748,d005,7/30/1991,1/1/9999
83749,d009,8/7/1998,9/26/1998
83750,d004,10/17/1996,10/22/1996
83750,d005,4/6/1996,10/17/1996
83751,d004,7/4/1999,9/1/2000
83752,d004,1/16/1992,1/1/9999
83753,d004,3/4/1999,1/1/9999
83754,d004,5/28/1999,1/1/9999
83755,d005,9/1/1990,1/1/9999
83756,d005,6/13/1986,1/1/9999
83757,d005,3/20/1986,1/1/9999
83758,d004,3/8/1999,1/1/9999
83759,d007,1/21/1999,1/1/9999
83760,d008,7/7/1998,6/4/1999
83761,d004,11/10/1994,9/28/1996
83761,d006,9/28/1996,1/1/9999
83762,d004,5/27/1989,1/1/9999
83763,d004,2/13/1988,6/7/2002
83764,d002,6/28/1987,1/1/9999
83765,d005,8/11/1989,1/1/9999
83766,d007,8/3/1998,1/1/9999
83767,d006,11/7/1993,1/1/9999
83768,d007,3/5/1986,1/1/9999
83769,d007,11/7/1991,1/1/9999
83770,d004,4/20/1998,9/17/1998
83771,d004,3/31/1988,1/1/9999
83772,d004,6/30/1998,1/1/9999
83772,d006,4/24/1997,6/30/1998
83773,d005,2/15/1988,1/1/9999
83774,d004,12/25/1997,1/1/9999
83775,d007,10/15/1987,1/1/9999
83776,d003,8/9/1986,7/7/1993
83777,d005,9/15/1989,1/1/9999
83778,d007,4/14/1987,1/1/9999
83779,d007,2/6/1996,11/20/2001
83780,d004,12/4/1996,1/1/9999
83781,d007,7/29/1991,1/1/9999
83782,d005,4/15/1991,1/1/9999
83782,d009,10/14/1986,4/15/1991
83783,d008,6/27/1985,7/18/1995
83784,d005,10/24/1990,1/1/9999
83785,d004,8/27/1996,1/1/9999
83786,d002,1/14/1997,1/1/9999
83787,d007,8/19/1985,1/1/9999
83788,d005,4/25/1992,1/1/9999
83789,d004,3/24/1989,1/1/9999
83790,d004,7/17/1998,1/1/9999
83791,d003,12/22/1998,4/2/1999
83792,d008,10/8/1994,1/1/9999
83793,d001,5/29/1989,6/20/1991
83793,d009,6/20/1991,1/1/9999
83794,d004,2/18/1987,1/1/9999
83795,d004,12/5/1995,1/1/9999
83796,d004,10/3/1992,1/1/9999
83797,d007,12/4/1988,1/1/9999
83798,d005,11/9/1989,1/1/9999
83799,d005,9/9/1994,8/22/1995
83800,d007,10/27/1994,1/1/9999
83801,d002,5/15/1992,1/1/9999
83801,d003,10/24/1991,5/15/1992
83802,d004,11/22/1990,1/1/9999
83803,d008,6/10/1994,10/17/1995
83804,d005,2/7/1988,1/1/9999
83805,d005,3/11/1987,1/1/9999
83806,d005,8/23/1990,1/1/9999
83807,d004,7/20/1997,1/1/9999
83808,d007,1/23/1987,1/1/9999
83809,d005,1/20/1995,1/1/9999
83810,d007,5/17/1988,4/14/1991
83811,d004,6/26/1998,1/1/9999
83811,d005,10/15/1995,6/26/1998
83812,d005,12/15/1995,4/25/1999
83813,d008,11/15/1999,1/1/9999
83814,d004,2/13/1990,1/1/9999
83815,d009,8/19/1987,12/3/1992
83816,d004,7/3/1998,1/1/9999
83817,d003,10/23/1985,1/1/9999
83818,d004,9/5/1998,1/1/9999
83819,d007,7/26/1998,1/16/2001
83819,d009,1/16/2001,1/1/9999
83820,d004,6/27/1998,1/1/9999
83821,d003,8/13/1986,1/1/9999
83822,d006,9/7/1986,1/1/9999
83823,d003,8/1/1993,1/1/9999
83824,d005,8/23/1986,11/9/2000
83825,d001,7/17/1992,1/1/9999
83826,d005,8/10/1996,1/1/9999
83827,d005,3/8/1996,1/1/9999
83828,d003,4/21/1997,1/1/9999
83829,d007,3/15/1986,1/1/9999
83830,d004,7/26/1988,9/21/1999
83830,d006,9/21/1999,1/1/9999
83831,d001,11/25/1995,6/3/1996
83832,d005,9/10/1987,1/1/9999
83833,d004,11/9/1988,1/1/9999
83834,d003,6/21/1997,1/1/9999
83835,d005,9/11/1991,1/1/9999
83836,d005,8/10/1998,1/1/9999
83837,d004,8/2/1988,1/1/9999
83838,d006,11/24/1995,6/13/1998
83839,d004,9/4/1991,1/1/9999
83840,d004,3/31/1999,1/1/9999
83840,d009,8/24/1997,3/31/1999
83841,d005,8/3/1991,1/1/9999
83842,d003,7/7/1997,1/1/9999
83843,d005,2/18/1995,1/1/9999
83844,d006,8/8/1999,1/1/9999
83845,d008,2/26/1988,1/1/9999
83846,d003,8/1/1998,1/1/9999
83847,d001,5/24/1991,10/8/1992
83848,d004,12/18/1988,1/1/9999
83849,d005,1/19/1990,5/12/2001
83849,d008,5/12/2001,1/1/9999
83850,d007,4/17/1986,1/1/9999
83851,d004,10/22/1985,1/1/9999
83852,d005,10/29/1990,1/1/9999
83853,d008,7/6/1991,1/1/9999
83854,d005,3/1/1998,1/1/9999
83855,d008,12/26/1991,6/10/1996
83856,d001,6/4/1989,1/1/9999
83857,d004,8/24/1991,1/8/1992
83857,d009,1/8/1992,1/1/9999
83858,d004,12/14/1995,1/1/9999
83859,d006,8/8/1990,1/1/9999
83860,d007,11/28/1992,1/1/9999
83861,d007,11/8/1996,1/1/9999
83862,d004,6/30/1990,1/5/2000
83863,d007,2/5/1989,11/2/1998
83864,d005,7/26/1988,1/1/9999
83865,d004,5/5/1995,1/1/9999
83865,d005,9/12/1992,5/5/1995
83866,d009,4/2/1991,1/1/9999
83867,d008,3/8/1998,1/1/9999
83868,d007,12/6/1999,4/7/2001
83869,d005,10/3/1995,1/1/9999
83870,d004,12/8/1999,1/1/9999
83871,d004,5/20/1990,1/1/9999
83872,d004,9/15/1995,1/1/9999
83873,d002,4/14/1987,12/10/1989
83873,d003,12/10/1989,1/1/9999
83874,d005,10/10/1992,1/1/9999
83875,d009,9/17/1987,1/1/9999
83876,d002,5/2/1990,1/1/9999
83877,d008,10/24/1991,10/19/1995
83878,d007,6/14/1989,1/1/9999
83879,d004,3/24/1995,1/1/9999
83880,d004,6/9/1992,1/1/9999
83881,d005,5/9/1995,1/1/9999
83882,d005,9/3/1989,3/3/1990
83882,d008,3/3/1990,1/1/9999
83883,d007,5/30/1994,1/1/9999
83884,d002,2/14/1990,1/1/9999
83885,d005,8/13/1989,1/1/9999
83886,d003,9/18/1999,3/18/2000
83887,d002,3/17/1985,1/1/9999
83888,d006,2/26/1991,1/1/9999
83889,d004,6/24/1990,1/1/9999
83890,d007,11/19/1996,1/1/9999
83891,d007,2/27/1988,4/1/1991
83892,d004,10/22/1996,9/3/2000
83892,d009,9/3/2000,1/1/9999
83893,d008,12/12/1985,1/1/9999
83894,d004,3/3/1989,1/1/9999
83895,d005,3/27/1988,1/1/9999
83896,d005,12/4/1994,1/1/9999
83897,d004,1/2/1986,1/1/9999
83898,d005,9/4/1985,1/1/9999
83899,d007,11/15/1989,7/27/1994
83900,d008,4/2/1996,1/1/9999
83901,d004,1/30/1999,9/16/2001
83901,d006,9/16/2001,1/1/9999
83902,d002,8/25/1990,1/1/9999
83903,d005,2/24/1998,3/21/1999
83904,d005,11/2/1987,4/30/1997
83905,d009,5/13/1987,1/1/9999
83906,d005,12/16/1989,1/1/9999
83907,d004,5/29/1999,1/1/9999
83908,d005,6/11/1993,1/1/9999
83909,d004,9/22/1995,6/26/1997
83909,d006,6/26/1997,1/1/9999
83910,d005,12/25/1988,1/1/9999
83911,d005,3/18/1985,1/1/9999
83912,d005,8/10/1998,12/19/1998
83913,d004,12/22/1986,1/1/9999
83914,d005,9/15/1989,1/1/9999
83915,d004,3/30/1987,1/1/9999
83916,d005,11/7/1996,1/26/2000
83917,d005,11/25/1998,1/1/9999
83918,d002,9/15/1992,7/20/1997
83918,d003,7/20/1997,1/1/9999
83919,d005,10/8/1996,1/1/9999
83920,d003,1/26/1999,1/1/9999
83921,d009,11/13/1986,1/1/9999
83922,d004,6/7/1986,11/18/1998
83923,d004,2/13/1996,1/1/9999
83924,d004,11/11/1989,1/1/9999
83925,d004,10/21/1988,1/1/9999
83926,d003,10/10/1996,2/7/2001
83927,d004,2/9/1991,1/1/9999
83928,d001,10/30/1987,12/10/2001
83928,d009,12/10/2001,1/1/9999
83929,d004,12/27/1992,1/1/9999
83930,d005,7/24/1999,9/28/1999
83931,d002,6/23/1997,1/1/9999
83932,d004,6/13/1986,12/15/1999
83933,d004,6/21/1992,1/1/9999
83934,d005,12/13/1986,1/1/9999
83935,d005,2/12/1996,3/21/1999
83936,d002,3/18/1998,1/1/9999
83937,d004,12/1/1991,10/25/1996
83937,d005,11/4/1988,12/1/1991
83938,d003,3/1/1986,1/1/9999
83939,d005,4/25/1991,1/1/9999
83940,d004,2/4/1987,1/1/9999
83941,d008,10/8/1996,1/1/9999
83942,d006,3/16/1990,1/1/9999
83943,d005,5/27/1988,1/1/9999
83944,d002,4/29/1998,1/1/9999
83945,d005,12/5/1989,4/19/1991
83946,d004,8/6/1992,8/24/1997
83946,d005,5/9/1990,8/6/1992
83947,d005,10/20/1986,1/1/9999
83948,d003,8/20/1999,1/1/9999
83949,d004,1/13/1998,1/1/9999
83950,d003,5/16/1999,1/1/9999
83951,d004,12/24/1986,1/1/9999
83952,d005,10/21/1999,1/1/9999
83953,d009,2/2/1999,1/1/9999
83954,d004,5/4/1992,1/1/9999
83955,d004,10/22/1999,3/7/2002
83956,d004,8/7/1999,1/1/9999
83956,d005,6/24/1993,8/7/1999
83957,d005,5/31/1995,1/1/9999
83958,d009,10/24/1993,1/1/9999
83959,d007,7/27/1989,1/1/9999
83960,d004,7/24/1990,1/1/9999
83961,d007,10/9/1986,1/1/9999
83962,d008,12/14/1995,1/1/9999
83963,d008,3/6/1997,9/1/1997
83964,d007,6/11/1989,1/1/9999
83965,d001,2/7/2001,1/1/9999
83965,d007,8/31/1993,2/7/2001
83966,d004,11/14/1996,1/1/9999
83967,d002,4/5/1998,1/1/9999
83968,d005,8/31/1985,1/1/9999
83969,d004,10/24/1993,1/1/9999
83970,d005,1/30/1997,1/1/9999
83971,d002,5/15/1991,1/1/9999
83972,d002,2/10/1996,11/24/1999
83973,d008,1/25/1995,1/1/9999
83974,d004,11/30/1995,1/1/9999
83974,d005,6/9/1994,11/30/1995
83975,d005,12/19/1994,1/1/9999
83976,d005,2/25/1999,1/1/9999
83977,d007,3/19/1993,1/1/9999
83978,d004,5/25/1989,1/1/9999
83979,d007,10/22/1997,3/7/1998
83980,d004,6/24/1987,1/1/9999
83981,d003,8/3/1993,1/1/9999
83982,d004,10/7/1992,1/1/9999
83983,d007,12/22/1985,3/3/1987
83983,d009,3/3/1987,1/1/9999
83984,d002,5/5/1998,1/1/9999
83985,d005,1/18/1991,12/15/1992
83986,d001,4/9/1987,1/1/9999
83987,d005,2/16/1991,1/1/9999
83988,d003,4/16/1985,1/1/9999
83989,d004,7/12/1988,2/19/1992
83990,d006,6/30/1987,1/1/9999
83991,d007,7/21/1998,11/1/2000
83991,d009,11/1/2000,1/1/9999
83992,d007,1/6/1996,1/1/9999
83993,d003,6/22/1995,1/1/9999
83994,d007,10/2/1989,1/1/9999
83995,d001,1/28/2000,1/1/9999
83996,d007,4/28/1998,1/1/9999
83997,d004,4/19/1993,12/20/1996
83998,d001,6/5/1994,1/1/9999
83999,d003,5/5/1991,5/16/1999
84000,d005,7/5/1989,1/1/9999
84001,d005,6/20/1996,1/1/9999
84002,d004,1/28/1993,1/16/2001
84002,d006,1/16/2001,1/1/9999
84003,d005,10/1/1989,1/1/9999
84004,d005,7/11/1994,1/1/9999
84005,d002,12/28/1988,1/1/9999
84006,d004,7/27/1996,1/1/9999
84007,d007,1/9/1989,1/1/9999
84008,d006,8/8/1999,2/2/2001
84009,d005,10/11/1997,1/1/9999
84010,d003,12/14/1997,1/1/9999
84011,d005,7/16/1993,3/12/2001
84011,d008,3/12/2001,1/1/9999
84012,d004,10/2/1995,1/1/9999
84013,d009,12/22/1985,1/1/9999
84014,d004,6/28/1995,1/1/9999
84015,d004,7/16/1990,1/1/9999
84016,d001,9/21/1985,1/1/9999
84017,d006,3/6/1996,9/19/1998
84018,d007,9/23/1991,1/1/9999
84019,d007,10/30/1985,1/1/9999
84020,d005,7/20/1998,1/1/9999
84021,d009,8/1/1985,1/1/9999
84022,d004,5/17/2000,1/1/9999
84022,d006,11/23/1998,5/17/2000
84023,d005,10/12/1998,7/4/2002
84024,d003,11/2/1987,1/1/9999
84025,d004,1/20/1987,1/1/9999
84026,d004,2/4/1994,1/1/9999
84027,d008,5/22/1995,3/29/2002
84028,d005,3/7/1998,1/1/9999
84029,d009,9/21/1997,1/1/9999
84030,d004,8/6/1990,1/1/9999
84030,d006,3/1/1990,8/6/1990
84031,d007,7/22/1998,1/1/9999
84032,d002,2/10/1994,1/1/9999
84033,d007,11/25/1988,1/1/9999
84034,d004,12/20/1988,1/1/9999
84035,d004,1/14/1988,1/1/9999
84036,d005,11/13/1991,8/15/1995
84037,d005,12/4/1988,1/1/9999
84038,d007,2/6/1989,9/10/1992
84038,d009,9/10/1992,1/1/9999
84039,d005,4/13/1998,1/1/9999
84040,d007,3/1/1997,1/1/9999
84041,d007,4/3/1993,1/1/9999
84042,d003,9/15/1988,1/1/9999
84043,d001,11/28/1995,1/1/9999
84044,d005,12/6/1990,12/9/1997
84045,d004,2/15/1999,1/1/9999
84046,d004,2/20/1987,1/22/1993
84046,d006,1/22/1993,11/6/1994
84047,d005,8/27/1999,1/1/9999
84048,d004,6/21/1985,1/1/9999
84049,d004,2/12/1990,1/1/9999
84050,d004,10/1/1985,1/1/9999
84051,d007,7/11/1999,1/1/9999
84052,d007,4/29/1985,1/1/9999
84053,d006,4/15/1994,6/4/1996
84054,d001,11/13/1993,1/1/9999
84055,d004,9/4/2000,1/1/9999
84055,d005,4/9/1988,9/4/2000
84056,d004,4/19/1995,1/1/9999
84057,d005,12/4/1997,1/1/9999
84058,d005,6/18/1985,8/3/1992
84059,d005,6/7/1987,1/1/9999
84060,d007,9/26/1987,1/1/9999
84061,d002,7/31/1985,1/1/9999
84062,d004,7/17/1985,1/1/9999
84063,d004,12/24/1996,1/1/9999
84064,d004,3/22/1992,7/26/1992
84064,d006,7/26/1992,9/28/1992
84065,d009,8/21/1985,1/1/9999
84066,d005,8/15/1987,1/1/9999
84067,d005,1/29/1992,1/1/9999
84068,d008,3/19/1988,1/1/9999
84069,d005,10/5/1989,5/18/2000
84070,d007,11/23/1999,1/1/9999
84071,d001,5/18/1997,1/1/9999
84072,d005,1/24/2000,2/11/2002
84072,d008,2/11/2002,1/1/9999
84073,d007,6/2/1998,7/12/2002
84074,d009,11/24/1997,1/1/9999
84075,d001,4/18/1994,6/14/1994
84076,d007,1/22/1999,1/1/9999
84077,d007,12/19/1993,1/1/9999
84078,d004,7/16/1995,1/1/9999
84079,d003,10/13/1993,1/1/9999
84080,d003,10/27/1998,1/1/9999
84081,d001,2/7/1992,4/3/2000
84081,d009,4/3/2000,1/1/9999
84082,d004,5/5/1989,1/1/9999
84083,d001,6/23/1997,1/1/9999
84084,d008,5/27/1998,9/19/1998
84085,d001,1/12/1987,1/1/9999
84086,d009,9/9/1997,1/1/9999
84087,d005,7/29/1992,1/1/9999
84088,d007,12/14/1986,1/1/9999
84089,d004,4/19/1995,1/1/9999
84090,d008,7/22/1992,1/1/9999
84091,d004,4/20/1991,5/9/1995
84091,d009,5/9/1995,1/1/9999
84092,d009,9/4/1989,12/3/1994
84093,d004,2/11/1988,1/1/9999
84094,d005,12/28/1990,1/1/9999
84095,d009,9/29/1988,1/1/9999
84096,d007,1/17/1992,1/1/9999
84097,d007,12/2/1991,1/1/9999
84098,d007,3/23/1987,1/1/9999
84099,d005,8/30/1993,10/14/1998
84100,d004,12/24/1992,1/1/9999
84101,d004,3/1/1992,4/29/1994
84101,d009,4/29/1994,1/1/9999
84102,d005,9/25/1998,1/1/9999
84103,d004,1/8/1995,1/1/9999
84104,d005,10/10/1997,1/1/9999
84105,d008,6/7/1985,8/27/1991
84106,d005,2/7/1991,1/1/9999
84107,d005,2/21/1988,1/1/9999
84108,d005,1/2/1998,1/1/9999
84109,d004,7/29/1995,1/1/9999
84110,d007,9/13/1996,1/1/9999
84111,d004,12/11/1992,11/11/1994
84111,d009,11/11/1994,10/22/1997
84112,d008,8/30/1998,1/1/9999
84113,d004,2/18/1990,1/1/9999
84114,d005,8/26/1996,1/1/9999
84115,d005,2/5/1998,1/1/9999
84116,d004,12/17/1986,1/1/9999
84117,d007,1/1/1999,1/1/9999
84118,d002,6/17/1988,1/1/9999
84119,d005,10/6/1988,1/14/2000
84120,d005,1/4/1993,1/1/9999
84121,d004,8/25/1998,1/1/9999
84121,d008,4/8/1998,8/25/1998
84122,d004,12/5/1993,1/1/9999
84123,d005,5/9/1987,1/1/9999
84124,d006,10/10/1989,1/1/9999
84125,d005,3/24/1993,1/1/9999
84126,d008,10/12/1987,5/7/2001
84127,d006,12/13/1985,1/1/9999
84128,d005,1/23/1998,1/1/9999
84129,d005,9/27/1990,1/1/9999
84130,d005,5/15/1992,10/7/2001
84130,d008,10/7/2001,1/1/9999
84131,d005,11/28/1985,1/1/9999
84132,d005,6/20/1987,1/1/9999
84133,d008,7/26/1997,1/1/9999
84134,d004,8/1/1987,1/1/9999
84135,d002,10/29/1989,9/3/1999
84136,d005,4/12/1995,1/1/9999
84137,d009,10/18/1987,1/1/9999
84138,d005,9/10/1987,1/1/9999
84139,d005,4/5/1988,1/8/1990
84139,d008,1/8/1990,10/19/1992
84140,d004,5/30/1993,1/1/9999
84141,d003,2/23/1999,1/1/9999
84142,d001,7/19/1998,1/1/9999
84143,d007,7/3/1998,1/1/9999
84144,d001,3/24/1987,1/1/9999
84145,d008,11/25/1989,1/1/9999
84146,d004,12/3/1988,1/27/1996
84147,d007,3/30/1985,5/25/1990
84147,d009,5/25/1990,1/1/9999
84148,d004,12/27/1985,1/1/9999
84149,d004,1/26/1990,1/1/9999
84150,d007,4/6/1989,1/1/9999
84151,d007,2/26/1998,1/1/9999
84152,d006,6/26/1991,1/1/9999
84153,d003,9/5/1992,1/1/9999
84154,d007,5/5/1999,2/1/2000
84155,d001,3/22/2002,1/1/9999
84155,d003,5/25/1999,3/22/2002
84156,d004,9/29/1999,1/1/9999
84157,d009,4/28/1988,1/1/9999
84158,d001,8/3/1998,1/1/9999
84159,d004,5/11/1999,1/1/9999
84160,d002,8/16/1995,1/1/9999
84161,d005,8/21/1993,6/17/2000
84162,d005,11/12/1998,1/1/9999
84163,d002,5/26/1997,1/16/2002
84164,d001,2/20/1996,1/1/9999
84165,d004,12/7/1991,8/27/1994
84165,d006,8/27/1994,6/28/1999
84166,d005,8/13/1989,1/1/9999
84167,d009,12/13/1989,1/1/9999
84168,d005,2/1/1991,1/1/9999
84169,d001,2/2/1987,1/1/9999
84170,d004,2/6/1994,1/1/9999
84171,d005,12/12/1991,1/1/9999
84172,d001,6/16/1993,1/1/9999
84173,d004,9/4/1999,1/1/9999
84174,d001,5/14/1993,5/18/1993
84174,d007,5/9/1993,5/14/1993
84175,d005,9/20/1998,1/1/9999
84176,d005,7/16/1997,1/1/9999
84177,d004,6/4/1992,1/1/9999
84178,d004,2/27/1996,1/1/9999
84179,d004,3/14/1989,1/1/9999
84180,d004,6/14/1994,1/1/9999
84181,d004,6/1/1995,1/1/9999
84182,d005,1/23/1999,1/1/9999
84183,d005,11/2/1987,7/25/1991
84184,d007,1/24/1993,1/1/9999
84185,d004,8/6/2000,1/1/9999
84185,d005,9/17/1999,8/6/2000
84186,d004,11/27/1999,1/1/9999
84187,d005,8/30/1996,12/23/1999
84188,d005,11/5/1988,1/1/9999
84189,d004,11/9/1991,1/1/9999
84190,d005,11/10/1996,8/27/2001
84191,d006,10/23/1985,1/1/9999
84192,d007,4/1/1999,1/1/9999
84193,d005,3/25/1990,1/1/9999
84194,d009,4/12/1997,7/10/1998
84195,d002,2/2/1995,1/1/9999
84196,d005,9/11/1996,8/15/1999
84196,d008,8/15/1999,1/1/9999
84197,d007,4/3/1993,1/1/9999
84198,d005,1/2/1997,1/1/9999
84199,d006,6/14/1991,1/1/9999
84200,d005,12/28/1988,1/1/9999
84201,d007,6/8/1998,1/1/9999
84202,d005,10/29/1985,1/1/9999
