emp_no,salary,from_date,to_date
14694,51676,6/27/1994,6/27/1995
14694,55149,6/27/1995,6/26/1996
14694,55798,6/26/1996,6/26/1997
14694,60057,6/26/1997,6/26/1998
14694,62973,6/26/1998,6/26/1999
14694,64213,6/26/1999,6/25/2000
14694,66388,6/25/2000,6/25/2001
14694,66401,6/25/2001,6/25/2002
14694,66446,6/25/2002,1/1/9999
14695,40000,2/25/1989,2/25/1990
14695,42615,2/25/1990,2/25/1991
14695,46463,2/25/1991,2/25/1992
14695,46306,2/25/1992,2/24/1993
14695,49924,2/24/1993,2/24/1994
14695,51774,2/24/1994,2/24/1995
14695,54182,2/24/1995,2/24/1996
14695,55925,2/24/1996,9/23/1996
14696,40000,5/1/1997,5/1/1998
14696,39964,5/1/1998,5/1/1999
14696,44320,5/1/1999,4/30/2000
14696,47865,4/30/2000,4/30/2001
14696,52155,4/30/2001,4/30/2002
14696,52666,4/30/2002,1/1/9999
14697,56225,8/2/1985,8/2/1986
14697,56724,8/2/1986,8/2/1987
14697,57244,8/2/1987,8/1/1988
14697,57197,8/1/1988,8/1/1989
14697,59445,8/1/1989,8/1/1990
14697,60284,8/1/1990,8/1/1991
14697,61127,8/1/1991,7/31/1992
14697,64875,7/31/1992,7/31/1993
14697,66958,7/31/1993,7/31/1994
14697,68706,7/31/1994,7/31/1995
14697,71527,7/31/1995,7/30/1996
14697,72435,7/30/1996,7/30/1997
14697,74191,7/30/1997,7/30/1998
14697,74355,7/30/1998,7/30/1999
14697,74771,7/30/1999,7/29/2000
14697,78201,7/29/2000,7/29/2001
14697,79243,7/29/2001,7/29/2002
14697,79241,7/29/2002,1/1/9999
14698,53076,7/2/1992,7/2/1993
14698,54684,7/2/1993,7/2/1994
14698,57570,7/2/1994,7/2/1995
14698,58281,7/2/1995,7/1/1996
14698,58638,7/1/1996,7/1/1997
14698,61026,7/1/1997,7/1/1998
14698,61951,7/1/1998,7/1/1999
14698,64999,7/1/1999,6/30/2000
14698,67353,6/30/2000,6/30/2001
14698,67909,6/30/2001,6/30/2002
14698,72191,6/30/2002,1/1/9999
14699,50431,2/16/1990,2/16/1991
14699,52222,2/16/1991,2/16/1992
14699,53922,2/16/1992,2/15/1993
14699,54692,2/15/1993,2/15/1994
14699,57564,2/15/1994,2/15/1995
14699,57594,2/15/1995,2/15/1996
14699,61278,2/15/1996,2/14/1997
14699,60917,2/14/1997,2/14/1998
14699,63735,2/14/1998,2/14/1999
14699,67662,2/14/1999,2/14/2000
14699,68092,2/14/2000,2/13/2001
14699,70314,2/13/2001,2/13/2002
14699,71128,2/13/2002,1/1/9999
14700,47864,2/28/1992,2/27/1993
14700,50013,2/27/1993,2/27/1994
14700,52507,2/27/1994,2/27/1995
14700,56501,2/27/1995,2/27/1996
14700,58797,2/27/1996,2/26/1997
14700,59318,2/26/1997,2/26/1998
14700,62322,2/26/1998,8/31/1998
14701,53365,8/12/1986,8/12/1987
14701,53538,8/12/1987,8/11/1988
14701,56812,8/11/1988,8/11/1989
14701,60566,8/11/1989,8/11/1990
14701,63047,8/11/1990,8/11/1991
14701,65406,8/11/1991,8/10/1992
14701,64970,8/10/1992,8/10/1993
14701,66004,8/10/1993,8/10/1994
14701,67475,8/10/1994,8/10/1995
14701,68025,8/10/1995,8/9/1996
14701,70366,8/9/1996,8/9/1997
14701,70271,8/9/1997,8/9/1998
14701,71151,8/9/1998,8/9/1999
14701,73132,8/9/1999,8/8/2000
14701,73757,8/8/2000,8/8/2001
14701,76906,8/8/2001,1/1/9999
14702,48811,5/4/1998,5/4/1999
14702,50450,5/4/1999,5/3/2000
14702,52107,5/3/2000,5/3/2001
14702,56447,5/3/2001,5/3/2002
14702,57739,5/3/2002,1/1/9999
14703,40721,8/19/1994,8/19/1995
14703,41694,8/19/1995,8/18/1996
14703,44840,8/18/1996,8/18/1997
14703,45897,8/18/1997,8/18/1998
14703,49872,8/18/1998,8/18/1999
14703,51936,8/18/1999,8/17/2000
14703,53884,8/17/2000,8/17/2001
14703,54257,8/17/2001,1/1/9999
14704,41795,12/9/1999,12/8/2000
14704,43445,12/8/2000,12/8/2001
14704,45797,12/8/2001,1/1/9999
14705,87669,6/5/1999,6/4/2000
14705,90384,6/4/2000,6/4/2001
14705,92572,6/4/2001,6/4/2002
14705,92568,6/4/2002,1/1/9999
14706,43497,6/7/1986,6/7/1987
14706,46565,6/7/1987,6/6/1988
14706,47306,6/6/1988,6/6/1989
14706,51084,6/6/1989,6/6/1990
14706,54061,6/6/1990,6/6/1991
14706,57889,6/6/1991,6/5/1992
14706,60212,6/5/1992,6/5/1993
14706,60885,6/5/1993,6/5/1994
14706,62594,6/5/1994,6/5/1995
14706,63904,6/5/1995,6/4/1996
14706,67026,6/4/1996,6/4/1997
14706,69847,6/4/1997,6/4/1998
14706,69999,6/4/1998,6/4/1999
14706,70076,6/4/1999,6/3/2000
14706,73195,6/3/2000,6/3/2001
14706,73624,6/3/2001,6/3/2002
14706,73806,6/3/2002,1/1/9999
14707,85987,10/23/1996,10/23/1997
14707,87589,10/23/1997,10/23/1998
14707,89157,10/23/1998,10/23/1999
14707,92315,10/23/1999,10/22/2000
14707,95104,10/22/2000,10/22/2001
14707,99505,10/22/2001,1/1/9999
14708,57448,11/15/1989,11/15/1990
14708,57658,11/15/1990,5/20/1991
14709,59171,6/25/1987,6/24/1988
14709,61250,6/24/1988,6/24/1989
14709,65218,6/24/1989,6/24/1990
14709,69231,6/24/1990,6/24/1991
14709,72280,6/24/1991,6/23/1992
14709,73159,6/23/1992,6/23/1993
14709,76552,6/23/1993,6/23/1994
14709,77758,6/23/1994,6/23/1995
14709,78953,6/23/1995,6/22/1996
14709,80309,6/22/1996,6/22/1997
14709,81401,6/22/1997,6/22/1998
14709,81840,6/22/1998,6/22/1999
14709,83493,6/22/1999,6/21/2000
14709,86662,6/21/2000,6/21/2001
14709,88829,6/21/2001,6/21/2002
14709,91893,6/21/2002,1/1/9999
14710,40341,9/18/1988,9/18/1989
14710,44762,9/18/1989,9/18/1990
14710,48867,9/18/1990,9/18/1991
14710,50936,9/18/1991,9/17/1992
14710,52128,9/17/1992,9/17/1993
14710,55089,9/17/1993,9/17/1994
14710,55001,9/17/1994,9/17/1995
14710,55041,9/17/1995,9/16/1996
14710,58523,9/16/1996,9/16/1997
14710,62407,9/16/1997,9/16/1998
14710,64268,9/16/1998,9/16/1999
14710,65419,9/16/1999,9/15/2000
14710,68699,9/15/2000,9/15/2001
14710,71444,9/15/2001,1/1/9999
14711,40000,1/1/1998,1/1/1999
14711,40760,1/1/1999,1/1/2000
14711,43512,1/1/2000,12/31/2000
14711,46236,12/31/2000,12/31/2001
14711,50128,12/31/2001,1/1/9999
14712,44210,8/31/1986,8/31/1987
14712,47332,8/31/1987,8/30/1988
14712,51607,8/30/1988,8/30/1989
14712,55035,8/30/1989,8/30/1990
14712,58738,8/30/1990,8/30/1991
14712,62230,8/30/1991,8/29/1992
14712,62310,8/29/1992,8/29/1993
14712,62626,8/29/1993,8/29/1994
14712,65524,8/29/1994,8/29/1995
14712,67321,8/29/1995,8/28/1996
14712,70721,8/28/1996,8/28/1997
14712,70750,8/28/1997,8/28/1998
14712,71052,8/28/1998,8/28/1999
14712,71742,8/28/1999,8/27/2000
14712,72285,8/27/2000,8/27/2001
14712,76359,8/27/2001,1/1/9999
14713,58566,10/11/1987,10/10/1988
14713,60715,10/10/1988,10/10/1989
14713,61171,10/10/1989,10/10/1990
14713,64381,10/10/1990,10/10/1991
14713,63923,10/10/1991,10/9/1992
14713,66878,10/9/1992,10/9/1993
14713,69946,10/9/1993,10/9/1994
14713,73087,10/9/1994,10/9/1995
14713,74895,10/9/1995,10/8/1996
14713,75938,10/8/1996,10/8/1997
14713,78280,10/8/1997,10/8/1998
14713,80649,10/8/1998,6/2/1999
14714,40000,11/15/1997,11/15/1998
14714,44073,11/15/1998,11/15/1999
14714,48155,11/15/1999,11/14/2000
14714,52112,11/14/2000,11/14/2001
14714,56111,11/14/2001,1/1/9999
14715,56707,5/22/1998,5/22/1999
14715,59727,5/22/1999,5/21/2000
14715,62049,5/21/2000,5/21/2001
14715,64359,5/21/2001,5/21/2002
14715,67173,5/21/2002,1/1/9999
14716,53864,8/26/1992,8/26/1993
14716,56971,8/26/1993,8/26/1994
14716,56781,8/26/1994,8/26/1995
14716,57575,8/26/1995,8/25/1996
14716,59549,8/25/1996,8/25/1997
14716,63788,8/25/1997,8/25/1998
14716,65325,8/25/1998,8/25/1999
14716,68435,8/25/1999,8/24/2000
14716,70190,8/24/2000,8/24/2001
14716,73843,8/24/2001,1/1/9999
14717,45421,3/12/1997,3/12/1998
14717,47759,3/12/1998,3/12/1999
14717,48391,3/12/1999,3/11/2000
14717,51941,3/11/2000,3/11/2001
14717,54786,3/11/2001,3/11/2002
14717,56166,3/11/2002,1/1/9999
14718,40000,9/16/1992,9/16/1993
14718,39708,9/16/1993,9/16/1994
14718,42077,9/16/1994,9/16/1995
14718,46362,9/16/1995,9/15/1996
14718,50588,9/15/1996,9/15/1997
14718,53579,9/15/1997,9/15/1998
14718,57211,9/15/1998,9/15/1999
14718,57712,9/15/1999,9/14/2000
14718,60526,9/14/2000,9/14/2001
14718,61077,9/14/2001,1/1/9999
14719,52131,10/9/1987,10/8/1988
14719,52526,10/8/1988,10/8/1989
14719,52325,10/8/1989,10/8/1990
14719,54468,10/8/1990,10/8/1991
14719,54054,10/8/1991,10/7/1992
14719,54093,10/7/1992,10/7/1993
14719,57645,10/7/1993,10/7/1994
14719,58771,10/7/1994,10/7/1995
14719,59736,10/7/1995,10/6/1996
14719,59791,10/6/1996,10/6/1997
14719,59297,10/6/1997,10/6/1998
14719,63127,10/6/1998,10/6/1999
14719,64883,10/6/1999,10/5/2000
14719,65687,10/5/2000,10/5/2001
14719,69689,10/5/2001,1/1/9999
14720,40000,11/19/1993,11/19/1994
14720,41310,11/19/1994,11/19/1995
14720,41421,11/19/1995,11/18/1996
14720,45471,11/18/1996,11/18/1997
14720,48835,11/18/1997,11/18/1998
14720,52145,11/18/1998,11/18/1999
14720,54752,11/18/1999,11/17/2000
14720,54345,11/17/2000,11/17/2001
14720,55284,11/17/2001,1/1/9999
14721,73956,4/6/1988,4/6/1989
14721,77368,4/6/1989,4/6/1990
14721,81534,4/6/1990,4/5/1991
14721,85099,4/5/1991,4/4/1992
14721,86570,4/4/1992,4/5/1993
14721,87164,4/5/1993,4/5/1994
14721,89384,4/5/1994,4/5/1995
14721,90222,4/5/1995,4/3/1996
14721,93741,4/3/1996,4/3/1997
14721,93486,4/3/1997,4/3/1998
14721,93150,4/3/1998,4/3/1999
14721,93629,4/3/1999,4/3/2000
14721,97261,4/3/2000,4/3/2001
14721,100698,4/3/2001,4/2/2002
14721,101116,4/2/2002,1/1/9999
14722,72726,7/6/1991,7/5/1992
14722,75139,7/5/1992,7/5/1993
14722,78004,7/5/1993,7/5/1994
14722,80109,7/5/1994,7/5/1995
14722,82279,7/5/1995,7/4/1996
14722,82555,7/4/1996,7/4/1997
14722,84551,7/4/1997,7/4/1998
14722,84420,7/4/1998,5/4/1999
14723,40000,6/1/1993,6/1/1994
14723,42946,6/1/1994,6/1/1995
14723,42879,6/1/1995,5/31/1996
14723,44389,5/31/1996,5/31/1997
14723,47781,5/31/1997,5/31/1998
14723,49492,5/31/1998,5/31/1999
14723,49807,5/31/1999,5/30/2000
14723,50819,5/30/2000,5/30/2001
14723,52382,5/30/2001,5/30/2002
14723,55464,5/30/2002,1/1/9999
14724,66530,9/10/1986,9/10/1987
14724,69531,9/10/1987,9/9/1988
14724,69760,9/9/1988,9/9/1989
14724,74039,9/9/1989,9/9/1990
14724,76677,9/9/1990,9/9/1991
14724,81140,9/9/1991,9/8/1992
14724,81314,9/8/1992,9/8/1993
14724,85596,9/8/1993,9/8/1994
14724,87572,9/8/1994,9/8/1995
14724,87584,9/8/1995,9/7/1996
14724,90968,9/7/1996,9/7/1997
14724,92792,9/7/1997,9/7/1998
14724,94646,9/7/1998,9/7/1999
14724,95899,9/7/1999,9/6/2000
14724,97209,9/6/2000,9/6/2001
14724,100143,9/6/2001,1/1/9999
14725,47976,9/14/1997,9/14/1998
14725,50283,9/14/1998,9/14/1999
14725,54582,9/14/1999,9/13/2000
14725,54734,9/13/2000,9/13/2001
14725,57894,9/13/2001,2/18/2002
14726,40000,8/27/1987,8/26/1988
14726,40571,8/26/1988,8/26/1989
14726,44638,8/26/1989,8/26/1990
14726,48024,8/26/1990,8/26/1991
14726,48028,8/26/1991,8/25/1992
14726,49038,8/25/1992,8/25/1993
14726,49802,8/25/1993,8/25/1994
14726,50027,8/25/1994,8/25/1995
14726,53697,8/25/1995,8/24/1996
14726,54731,8/24/1996,8/24/1997
14726,57753,8/24/1997,8/24/1998
14726,61837,8/24/1998,8/24/1999
14726,64222,8/24/1999,8/23/2000
14726,67372,8/23/2000,8/23/2001
14726,70634,8/23/2001,1/1/9999
14727,49738,4/7/1996,4/7/1997
14727,53613,4/7/1997,4/7/1998
14727,53907,4/7/1998,4/7/1999
14727,54783,4/7/1999,4/6/2000
14727,54299,4/6/2000,4/6/2001
14727,57926,4/6/2001,4/6/2002
14727,60796,4/6/2002,1/1/9999
14728,67673,7/9/1986,7/9/1987
14728,67922,7/9/1987,7/8/1988
14728,72293,7/8/1988,7/8/1989
14728,74770,7/8/1989,7/8/1990
14728,76608,7/8/1990,7/8/1991
14728,80649,7/8/1991,7/7/1992
14728,81320,7/7/1992,7/7/1993
14728,83906,7/7/1993,7/7/1994
14728,87742,7/7/1994,7/7/1995
14728,90340,7/7/1995,7/6/1996
14728,90696,7/6/1996,7/6/1997
14728,92551,7/6/1997,7/6/1998
14728,97017,7/6/1998,7/6/1999
14728,100461,7/6/1999,7/5/2000
14728,102551,7/5/2000,7/5/2001
14728,104228,7/5/2001,7/5/2002
14728,106102,7/5/2002,1/1/9999
14729,63571,6/14/1996,6/14/1997
14729,64939,6/14/1997,6/14/1998
14729,65342,6/14/1998,6/14/1999
14729,67424,6/14/1999,6/13/2000
14729,69162,6/13/2000,6/13/2001
14729,70955,6/13/2001,6/13/2002
14729,74610,6/13/2002,1/1/9999
14730,56267,3/25/1998,3/25/1999
14730,59039,3/25/1999,3/24/2000
14730,62439,3/24/2000,3/24/2001
14730,65007,3/24/2001,3/24/2002
14730,65489,3/24/2002,1/1/9999
14731,40000,10/5/1997,10/5/1998
14731,43566,10/5/1998,10/5/1999
14731,43419,10/5/1999,10/4/2000
14731,46674,10/4/2000,10/4/2001
14731,51015,10/4/2001,1/1/9999
14732,52144,3/25/1992,3/25/1993
14732,53747,3/25/1993,3/25/1994
14732,56259,3/25/1994,3/25/1995
14732,57400,3/25/1995,3/24/1996
14732,60789,3/24/1996,3/24/1997
14732,61366,3/24/1997,3/24/1998
14732,61358,3/24/1998,3/24/1999
14732,61243,3/24/1999,3/23/2000
14732,64452,3/23/2000,2/25/2001
14733,59021,2/19/1995,2/19/1996
14733,62942,2/19/1996,2/18/1997
14733,66543,2/18/1997,2/18/1998
14733,66319,2/18/1998,2/18/1999
14733,69144,2/18/1999,2/18/2000
14733,68667,2/18/2000,2/17/2001
14733,69573,2/17/2001,2/17/2002
14733,72571,2/17/2002,1/1/9999
14734,40000,9/10/1986,9/10/1987
14734,40071,9/10/1987,9/9/1988
14734,43153,9/9/1988,9/9/1989
14734,45660,9/9/1989,9/9/1990
14734,48860,9/9/1990,9/9/1991
14734,49431,9/9/1991,9/8/1992
14734,50084,9/8/1992,9/8/1993
14734,51214,9/8/1993,9/8/1994
14734,52122,9/8/1994,9/8/1995
14734,52657,9/8/1995,9/7/1996
14734,55958,9/7/1996,9/7/1997
14734,57173,9/7/1997,9/7/1998
14734,57199,9/7/1998,9/7/1999
14734,59322,9/7/1999,9/6/2000
14734,62313,9/6/2000,9/6/2001
14734,63803,9/6/2001,1/1/9999
14735,65394,3/27/1998,3/27/1999
14735,66105,3/27/1999,3/26/2000
14735,67452,3/26/2000,3/26/2001
14735,71517,3/26/2001,3/26/2002
14735,73901,3/26/2002,1/1/9999
14736,80477,12/15/1996,12/15/1997
14736,80931,12/15/1997,12/15/1998
14736,83257,12/15/1998,12/15/1999
14736,86916,12/15/1999,12/14/2000
14736,86690,12/14/2000,12/14/2001
14736,89726,12/14/2001,1/1/9999
14737,89983,10/15/1999,10/14/2000
14737,93276,10/14/2000,10/14/2001
14737,95720,10/14/2001,1/1/9999
14738,49030,10/27/1994,10/27/1995
14738,50241,10/27/1995,10/26/1996
14738,54611,10/26/1996,10/26/1997
14738,58489,10/26/1997,10/25/1998
14738,62408,10/25/1998,10/26/1999
14738,63147,10/26/1999,10/25/2000
14738,63088,10/25/2000,10/25/2001
14738,63161,10/25/2001,1/1/9999
14739,40000,1/29/1994,1/29/1995
14739,41278,1/29/1995,1/29/1996
14739,44687,1/29/1996,1/28/1997
14739,45331,1/28/1997,1/28/1998
14739,48097,1/28/1998,1/28/1999
14739,48671,1/28/1999,1/28/2000
14739,49485,1/28/2000,1/27/2001
14739,51867,1/27/2001,1/27/2002
14739,54745,1/27/2002,1/1/9999
14740,56887,12/26/1985,12/26/1986
14740,59383,12/26/1986,12/26/1987
14740,63700,12/26/1987,12/25/1988
14740,63381,12/25/1988,12/25/1989
14740,64351,12/25/1989,12/25/1990
14740,66923,12/25/1990,12/25/1991
14740,70097,12/25/1991,12/24/1992
14740,70021,12/24/1992,12/24/1993
14740,71639,12/24/1993,12/24/1994
14740,72681,12/24/1994,12/24/1995
14740,73081,12/24/1995,12/23/1996
14740,75617,12/23/1996,12/23/1997
14740,78633,12/23/1997,12/23/1998
14740,82568,12/23/1998,12/23/1999
14740,82635,12/23/1999,5/31/2000
14741,72648,2/28/1993,2/28/1994
14741,74276,2/28/1994,2/28/1995
14741,74285,2/28/1995,2/28/1996
14741,75428,2/28/1996,2/27/1997
14741,76119,2/27/1997,2/27/1998
14741,77229,2/27/1998,2/27/1999
14741,81445,2/27/1999,2/27/2000
14741,81820,2/27/2000,2/26/2001
14741,82354,2/26/2001,2/26/2002
14741,85638,2/26/2002,1/1/9999
14742,91409,6/25/1992,6/25/1993
14742,94393,6/25/1993,6/25/1994
14742,97325,6/25/1994,6/25/1995
14742,99217,6/25/1995,6/24/1996
14742,99491,6/24/1996,6/24/1997
14742,99159,6/24/1997,6/24/1998
14742,102370,6/24/1998,6/24/1999
14742,105299,6/24/1999,6/23/2000
14742,107718,6/23/2000,8/1/2000
14743,57229,11/22/1994,11/22/1995
14743,58346,11/22/1995,11/21/1996
14743,61970,11/21/1996,11/21/1997
14743,64183,11/21/1997,11/21/1998
14743,68119,11/21/1998,11/21/1999
14743,72469,11/21/1999,11/20/2000
14743,72921,11/20/2000,11/20/2001
14743,75788,11/20/2001,1/1/9999
14744,40000,10/12/1997,10/12/1998
14744,43752,10/12/1998,10/12/1999
14744,46791,10/12/1999,10/11/2000
14744,50563,10/11/2000,10/11/2001
14744,50731,10/11/2001,1/1/9999
14745,46886,1/14/1993,1/14/1994
14745,50251,1/14/1994,1/14/1995
14745,51155,1/14/1995,1/14/1996
14745,52306,1/14/1996,1/13/1997
14745,55818,1/13/1997,1/13/1998
14745,59848,1/13/1998,1/13/1999
14745,62881,1/13/1999,1/13/2000
14745,63204,1/13/2000,1/12/2001
14745,64085,1/12/2001,1/12/2002
14745,66410,1/12/2002,1/1/9999
14746,46307,7/28/1995,7/27/1996
14746,49224,7/27/1996,7/27/1997
14746,49621,7/27/1997,7/27/1998
14746,50964,7/27/1998,7/27/1999
14746,52369,7/27/1999,7/26/2000
14746,54652,7/26/2000,7/26/2001
14746,59106,7/26/2001,7/26/2002
14746,62763,7/26/2002,1/1/9999
14747,75144,5/27/1998,5/27/1999
14747,74957,5/27/1999,5/26/2000
14747,77763,5/26/2000,5/26/2001
14747,81337,5/26/2001,5/26/2002
14747,83112,5/26/2002,1/1/9999
14748,62279,6/9/1996,6/9/1997
14748,63078,6/9/1997,6/9/1998
14748,66549,6/9/1998,6/9/1999
14748,70000,6/9/1999,6/8/2000
14748,70832,6/8/2000,6/8/2001
14748,73295,6/8/2001,6/8/2002
14748,72910,6/8/2002,1/1/9999
14749,51110,12/13/1999,12/12/2000
14749,50830,12/12/2000,12/12/2001
14749,51148,12/12/2001,1/1/9999
14750,40000,8/17/1998,8/17/1999
14750,42918,8/17/1999,8/16/2000
14750,42600,8/16/2000,8/16/2001
14750,44692,8/16/2001,1/1/9999
14751,42780,3/24/1990,3/24/1991
14751,46972,3/24/1991,3/23/1992
14751,46870,3/23/1992,3/23/1993
14751,50202,3/23/1993,3/23/1994
14751,50330,3/23/1994,3/23/1995
14751,51458,3/23/1995,3/22/1996
14751,52297,3/22/1996,3/22/1997
14751,52123,3/22/1997,3/22/1998
14751,52421,3/22/1998,5/12/1998
14752,61170,5/15/1997,5/15/1998
14752,62631,5/15/1998,5/15/1999
14752,65231,5/15/1999,5/14/2000
14752,68768,5/14/2000,5/14/2001
14752,68297,5/14/2001,5/14/2002
14752,69424,5/14/2002,1/1/9999
14753,40000,12/4/1997,6/26/1998
14754,55365,5/20/1998,5/20/1999
14754,59718,5/20/1999,5/19/2000
14754,63757,5/19/2000,5/19/2001
14754,63770,5/19/2001,5/19/2002
14754,65402,5/19/2002,1/1/9999
14755,40000,7/7/1997,7/7/1998
14755,43095,7/7/1998,7/7/1999
14755,44566,7/7/1999,7/6/2000
14755,48059,7/6/2000,7/6/2001
14755,52111,7/6/2001,7/6/2002
14755,55612,7/6/2002,1/1/9999
14756,65797,12/10/1992,12/10/1993
14756,69554,12/10/1993,12/10/1994
14756,70132,12/10/1994,12/10/1995
14756,74300,12/10/1995,12/9/1996
14756,76784,12/9/1996,12/9/1997
14756,77645,12/9/1997,12/9/1998
14756,79541,12/9/1998,12/9/1999
14756,79661,12/9/1999,12/8/2000
14756,83604,12/8/2000,12/8/2001
14756,86033,12/8/2001,1/1/9999
14757,65771,5/4/1988,5/4/1989
14757,68841,5/4/1989,5/4/1990
14757,72182,5/4/1990,5/4/1991
14757,72833,5/4/1991,5/3/1992
14757,76909,5/3/1992,5/3/1993
14757,76467,5/3/1993,5/3/1994
14757,79638,5/3/1994,5/3/1995
14757,82767,5/3/1995,5/2/1996
14757,86848,5/2/1996,5/2/1997
14757,87196,5/2/1997,5/2/1998
14757,87409,5/2/1998,5/2/1999
14757,87089,5/2/1999,5/1/2000
14757,88542,5/1/2000,5/1/2001
14757,89990,5/1/2001,5/1/2002
14757,93427,5/1/2002,1/1/9999
14758,72666,4/6/1998,4/6/1999
14758,75081,4/6/1999,4/5/2000
14758,78252,4/5/2000,4/5/2001
14758,79051,4/5/2001,4/4/2002
14758,80099,4/4/2002,1/1/9999
14759,57346,1/6/1990,1/6/1991
14759,58630,1/6/1991,1/6/1992
14759,61500,1/6/1992,1/5/1993
14759,62534,1/5/1993,1/5/1994
14759,62883,1/5/1994,1/5/1995
14759,64452,1/5/1995,1/5/1996
14759,64914,1/5/1996,1/4/1997
14759,64930,1/4/1997,1/4/1998
14759,67105,1/4/1998,1/4/1999
14759,67406,1/4/1999,1/4/2000
14759,69306,1/4/2000,1/3/2001
14759,70963,1/3/2001,11/11/2001
14760,40000,3/9/1996,3/9/1997
14760,41012,3/9/1997,3/9/1998
14760,44340,3/9/1998,3/9/1999
14760,45198,3/9/1999,3/8/2000
14760,46096,3/8/2000,3/8/2001
14760,48643,3/8/2001,3/8/2002
14760,51194,3/8/2002,1/1/9999
14761,88993,5/21/1993,5/21/1994
14761,93122,5/21/1994,5/21/1995
14761,95169,5/21/1995,5/20/1996
14761,96415,5/20/1996,5/20/1997
14761,98367,5/20/1997,5/20/1998
14761,98774,5/20/1998,5/20/1999
14761,102694,5/20/1999,5/19/2000
14761,104238,5/19/2000,5/19/2001
14761,105857,5/19/2001,5/19/2002
14761,108326,5/19/2002,1/1/9999
14762,44820,8/15/1986,8/15/1987
14762,48151,8/15/1987,8/14/1988
14762,50486,8/14/1988,8/14/1989
14762,51408,8/14/1989,8/14/1990
14762,52352,8/14/1990,8/14/1991
14762,52891,8/14/1991,8/13/1992
14762,53670,8/13/1992,8/13/1993
14762,54010,8/13/1993,8/13/1994
14762,57553,8/13/1994,8/13/1995
14762,58720,8/13/1995,8/12/1996
14762,61603,8/12/1996,8/12/1997
14762,62847,8/12/1997,8/12/1998
14762,64905,8/12/1998,8/12/1999
14762,68909,8/12/1999,8/11/2000
14762,68819,8/11/2000,8/11/2001
14762,72893,8/11/2001,1/1/9999
14763,40000,6/9/1994,6/9/1995
14763,40488,6/9/1995,6/8/1996
14763,43315,6/8/1996,6/8/1997
14763,44743,6/8/1997,6/8/1998
14763,47738,6/8/1998,6/8/1999
14763,49105,6/8/1999,6/7/2000
14763,52129,6/7/2000,6/7/2001
14763,54896,6/7/2001,6/7/2002
14763,58918,6/7/2002,1/1/9999
14764,57548,5/10/1988,5/10/1989
14764,61290,5/10/1989,5/10/1990
14764,61699,5/10/1990,5/10/1991
14764,63380,5/10/1991,5/9/1992
14764,67454,5/9/1992,5/9/1993
14764,67736,5/9/1993,5/9/1994
14764,67803,5/9/1994,5/9/1995
14764,69070,5/9/1995,5/8/1996
14764,69255,5/8/1996,5/8/1997
14764,71915,5/8/1997,5/8/1998
14764,74371,5/8/1998,5/8/1999
14764,77948,5/8/1999,5/7/2000
14764,79251,5/7/2000,5/7/2001
14764,82986,5/7/2001,5/7/2002
14764,85240,5/7/2002,1/1/9999
14765,49699,6/24/1987,6/23/1988
14765,50618,6/23/1988,6/23/1989
14765,50352,6/23/1989,6/23/1990
14765,52372,6/23/1990,6/23/1991
14765,55056,6/23/1991,6/22/1992
14765,59549,6/22/1992,6/22/1993
14765,59873,6/22/1993,6/22/1994
14765,63444,6/22/1994,6/22/1995
14765,67537,6/22/1995,6/21/1996
14765,70473,6/21/1996,6/21/1997
14765,73319,6/21/1997,6/21/1998
14765,77112,6/21/1998,6/21/1999
14765,77716,6/21/1999,6/20/2000
14765,79015,6/20/2000,6/20/2001
14765,80980,6/20/2001,6/20/2002
14765,82538,6/20/2002,1/1/9999
14766,47640,11/30/1992,11/30/1993
14766,50186,11/30/1993,11/30/1994
14766,54379,11/30/1994,11/30/1995
14766,58701,11/30/1995,11/29/1996
14766,59407,11/29/1996,11/29/1997
14766,59616,11/29/1997,11/29/1998
14766,59747,11/29/1998,11/29/1999
14766,63734,11/29/1999,11/28/2000
14766,67969,11/28/2000,11/28/2001
14766,69134,11/28/2001,1/1/9999
14767,89810,10/21/1992,5/29/1993
14768,66076,5/15/1985,5/15/1986
14768,68677,5/15/1986,5/15/1987
14768,69197,5/15/1987,5/14/1988
14768,73666,5/14/1988,5/14/1989
14768,77724,5/14/1989,5/14/1990
14768,79759,5/14/1990,5/14/1991
14768,83163,5/14/1991,5/13/1992
14768,86195,5/13/1992,5/13/1993
14768,87471,5/13/1993,5/13/1994
14768,89091,5/13/1994,5/13/1995
14768,91505,5/13/1995,5/12/1996
14768,94241,5/12/1996,5/12/1997
14768,95615,5/12/1997,5/12/1998
14768,99484,5/12/1998,5/12/1999
14768,100283,5/12/1999,5/11/2000
14768,104681,5/11/2000,5/11/2001
14768,109145,5/11/2001,5/11/2002
14768,113102,5/11/2002,1/1/9999
14769,53350,8/15/1996,8/15/1997
14769,55176,8/15/1997,8/15/1998
14769,55301,8/15/1998,8/15/1999
14769,55338,8/15/1999,8/14/2000
14769,55444,8/14/2000,8/14/2001
14769,59740,8/14/2001,1/1/9999
14770,51095,9/15/1996,9/15/1997
14770,51963,9/15/1997,9/15/1998
14770,53810,9/15/1998,9/15/1999
14770,54516,9/15/1999,11/16/1999
14771,40000,2/17/1998,2/17/1999
14771,44141,2/17/1999,2/17/2000
14771,44029,2/17/2000,2/16/2001
14771,47591,2/16/2001,2/16/2002
